title,author,date,topic,classified_content
Still a long way to go before wind forecasting models are as good as they will need to be as installed capacity grows….,Paul McArdle,27-12-2017 03:42:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Still a long way to go before wind forecasting models are as good as they will need to be as installed capacity grows…."" posted at 27-12-2017 03:42:00 PM is: The news discusses the challenges of accurately forecasting wind energy output as the capacity of wind farms in Australia, particularly South Australia, continues to grow. The complexity of forecasting wind and solar output adds to the difficulty of predicting regional demand within the National Electricity Market (NEM). The article highlights the significant volatility that wind forecasting currently exhibits, causing financial implications due to the need for additional resources to manage unexpected fluctuations. As renewable energy capacity increases, improving forecast accuracy becomes crucial to maintain stable electricity prices. Its relevance level is: Level 2. Its category is: market reactions. Its timeframe of the event impact on the electricity_market is: Long-term. Its root_cause is: Inaccuracy in wind forecasting models. Its accident scale is: Unknown. Its dates are: 27-12-2017. Its affected region is: South Australia (and Victoria noted for high prices). Its affected key users are: Energy users relying on wind forecasts. Its cause type is: Complexity in forecasting wind outputs. Its causes are: Volatility in wind energy output, increased difficulty in forecasting due to growing renewable capacity."
Afternoon “Scheduled Demand” in Victoria on Christmas Day drops as low as overnight demand,Paul McArdle,26-12-2017 08:37:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""Afternoon “Scheduled Demand” in Victoria on Christmas Day drops as low as overnight demand"" posted at 26-12-2017 08:37:00 AM is: The article reports on unusually low electricity demand in Victoria on Christmas Day, attributed to moderate temperatures, reduced commercial activity, and significant output from small-scale photovoltaic systems reaching up to 700 MW. These factors combined led to afternoon demand levels comparable to the typically lowest point overnight. Such low demands had traditionally been seen only during nighttime in previous years, but recent trends indicate shifts in demand patterns.; Its relevance level is: Level 3. Its category is: residential satisfaction. Its Timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Moderate temperatures, reduced air-conditioning load, lower commercial usage, and increased small-scale PV output. Its accident scale is: Unknown. Its dates are: 25-12-2017. Its affected region is: Victoria. Its affected key users are: Residential and commercial energy consumers. Its cause type is: Demand-side factors. Its causes are: Moderate weather, significant small-scale PV output, reduced commercial activity."
"Hot weather sees NSW demand at 13,000MW and NEM-wide demand above 31,000MW",Paul McArdle,19-12-2017 04:18:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Hot weather sees NSW demand at 13,000MW and NEM-wide demand above 31,000MW"" posted at 19-12-2017 04:18:00 PM is: The article reports a significant rise in electricity demand due to hot weather, with NSW demand reaching up to 13,500MW and NEM-wide demand surpassing 31,000MW, marking a peak not routinely seen in recent summers. The high demand led to increased dispatch prices, particularly in the NSW+VIC+TAS ""Economic Island"" due to transmission congestion, although QLD and SA maintained lower prices due to their own generation capacity. The situation reflects broader changes in energy consumption and supply, partially driven by reduced solar output in late afternoon.; Its relevance level is: Level 1. Its category is: Extreme weather. Its timeframe of the event impact on the electricity_market is: Immediate, as observed on the day reported. Its root_cause is: Hot weather increasing electricity demand. Its accident scale is: Unknown. Its dates are: 19-12-2017. Its affected region is: New South Wales (NSW) and the National Electricity Market (NEM) at large. Its affected key users are: Electricity consumers and suppliers in NSW and other regions within the NEM. Its cause type is: Weather-related. Its causes are: High temperatures leading to increased electricity demand; transmission congestion affecting price discrepancies across regions; reduced solar generation later in the day contributing to demand shifts."
"NSW demand currently forecast to peak up at 13,500MW on Tuesday 19th December",Paul McArdle,18-12-2017 07:46:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""NSW demand currently forecast to peak up at 13,500MW on Tuesday 19th December"" posted at 18-12-2017 07:46:00 AM is: The demand forecast for New South Wales (NSW) is expected to reach 13,500MW on Tuesday, 19th December at 16:30 NEM time, due to increasingly hot weather conditions. This anticipated demand will be significant, being only 1,000MW below the all-time record, despite previous demand destruction such as the closure of the Kurri Kurri aluminium smelter. The demand scenario is contextualized with historical peaks, suggesting potential challenges for the grid; Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its timeframe of the event impact on the electricity_market is: Tuesday, 19th December 2017. Its root_cause is: Increasingly hot weather forecast. Its accident scale is: Unknown. Its dates is: 18-12-2017 07:46:00 AM. Its affected region is: New South Wales (NSW). Its affected key users is: Electricity grid operators and large electricity consumers in NSW. Its cause type is: Weather-related. Its causes is: Increasingly hot weather, forecast demand peak."
Coincident warm demand forecast for VIC and NSW tomorrow late afternoon (Monday 18th December),Paul McArdle,17-12-2017 08:35:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Coincident warm demand forecast for VIC and NSW tomorrow late afternoon (Monday 18th December)"" posted at 17-12-2017 08:35:00 PM is: A high electricity demand is forecasted for Victoria and New South Wales for the late afternoon on Monday, December 18th, due to a warm weather pattern. The demand is especially significant given the decrease in available generation capacity following the closure of the Hazelwood power station in April 2017. The National Electricity Market is expected to reach 32,023MW, with peak demands in specific states predicted at 11,933MW for NSW and 8,533MW for VIC. South Australia is also expected to experience increased demand, with the Australian Energy Market Operator issuing LOR1 low reserve notices for VIC and SA, with additional notice for NSW on Tuesday. Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Short-term (1-2 days). Its root_cause is: Coincident high electricity demand due to warm weather and reduced generation capacity. Its accident scale is: Low. Its dates are: 18-12-2017 for the expected demand peak, with reserve notice on 19-12-2017. Its affected region is: Victoria, New South Wales, South Australia. Its affected key users are: Electricity consumers in the NEM states. Its cause type is: Weather and generation capacity-related. Its causes are: High demand forecast due to warm weather, Hazelwood power station closure leading to reduced generation capacity, repair outages, and peak demand exceeding previous records."
"“Scheduled Demand” in Victoria stopped short of 8,500MW today (lower than forecast) but the demand peak forecast for NSW tomorrow has grown to almost 13,000MW",Paul McArdle,13-12-2017 06:37:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Scheduled Demand” in Victoria stopped short of 8,500MW today (lower than forecast) but the demand peak forecast for NSW tomorrow has grown to almost 13,000MW"" posted at 13-12-2017 06:37:00 PM is: The news article discusses electricity demand forecasts for Victoria and New South Wales (NSW) in the National Electricity Market (NEM) during the summer of 2017-18. Actual electricity demand in Victoria did not reach the anticipated 9,000MW, peaking instead at 8,455MW. Consequently, the electricity price remained below $150/MWh. In contrast, demand forecasts for NSW for the following day climbed to nearly 13,000MW, reflecting a 1,000MW increase from earlier predictions. Potential price increases were considered, though similar forecasts earlier in the day did not materialize. The article also highlights the challenges and unpredictability inherent in demand forecasting. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity market is: Short-term, within a day. Its root cause is: Forecasting variability and changing demand predictions. Its accident scale is: None. Its dates are: 13-12-2017, with forecasts for 14-12-2017. Its affected region is: Victoria and New South Wales. Its affected key users are: Electricity consumers and market operators. Its cause type is: Forecasting discrepancy. Its causes are: Lower than anticipated demand in Victoria and higher revised forecasts for NSW."
Hornsdale Power Reserve continues to reach new milestones with a discharge rate of 100 MW today,Carol Hunter,13-12-2017 03:52:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Hornsdale Power Reserve continues to reach new milestones with a discharge rate of 100 MW today"" posted at 13-12-2017 03:52:00 PM is: The Hornsdale Power Reserve has achieved a significant milestone by reaching a discharge rate of 100 MW between 11:20 – 11:25 NEM time, accompanied by the longest continuous charging period from 02:55 – 05:50 NEM time. These activities were tracked using NEMreview v7 and are accessible via specific links for users with appropriate licenses. Real-time data was also available through the NEM-Watch widget sponsored by RenewEconomy. The news highlights the increasing capabilities and operational milestones of the Hornsdale Power Reserve battery system.; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Immediate and ongoing, given the nature of battery storage in the grid. Its root_cause is: Testing and operation of the Hornsdale Power Reserve battery. Its accident scale is: Unknown. Its dates are: 13-12-2017. Its affected region is: The region covered by the National Electricity Market (NEM) in Australia. Its affected key users are: Users and stakeholders monitoring grid stability and energy storage capabilities. Its cause type is: Operational. Its causes are: Discharge rate testing, continuous charging, monitoring through NEMreview and NEM-Watch."
High temperatures to give demand a kick in Victoria tomorrow (Wednesday 13th December),Paul McArdle,12-12-2017 03:44:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""High temperatures to give demand a kick in Victoria tomorrow (Wednesday 13th December)"" posted at 12-12-2017 03:44:00 PM is: The Australian Energy Market Operator (AEMO) anticipates that high temperatures projected for South Australia and Victoria on December 13, 2017, will increase electricity demand within these regions. The forecasted heatwave presents an opportunity to observe the Tesla/Neoen Hornsdale Power Reserve, notably the world's largest battery, as it may play a significant role in balancing the grid during high demand. The event also offers a chance to monitor how the battery performs under these conditions via various platforms including NEMwatch and RenewEconomy. Its relevance level is: Level 1 (Most Relevant). Its category is: Extreme weather. Its timeframe of the event impact on the electricity market is: Short-term (immediate to 1-2 days). Its root cause is: High temperatures leading to increased electricity demand. Its accident scale is: N/A. Its dates are: 12-12-2017 to 13-12-2017. Its affected region is: Victoria and South Australia. Its affected key users are: Consumers and grid operators in the affected regions. Its cause type is: Environmental. Its causes are: High temperatures forecasted to increase electricity demand, potential involvement of the Hornsdale Power Reserve battery system."
Electricity demand set to climb in NSW on Thursday with the hot weather forecast,Paul McArdle,11-12-2017 08:59:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""Electricity demand set to climb in NSW on Thursday with the hot weather forecast"" posted at 11-12-2017 08:59:00 PM is: The Bureau of Meteorology is predicting extreme temperatures above 40 degrees Celsius in Western Sydney, notably Penrith, resulting in a significant climb in electricity demand for New South Wales on Thursday, according to AEMO’s forecasts. Despite the rise, demand is still expected to remain 2,000MW below the all-time maximum. Large-scale solar and wind power outputs are projected to peak on the same day, while surplus generation levels are forecast to drop below zero temporarily. This will prompt NSW to depend heavily on interconnections with Queensland and Victoria, potentially causing high electricity prices due to supply scarcity. It's important to monitor demand spikes in Victoria and South Australia, which are also rising as per recent data. Its relevance level is: Level 1. Its category is: Extreme weather. Its timeframe of the event impact on the electricity market is: Short term, focused on Thursday. Its root cause is: Extreme temperatures leading to increased demand. Its accident scale is: Unknown. Its dates are: 11-12-2017. Its affected region is: New South Wales, Australia. Its affected key users are: General electricity consumers in NSW. Its cause type is: Natural. Its causes are: High temperature forecasts, increased electricity demand, reliance on inter-state power interconnections."
AEMO updates generator combinations for SA system strength,Paul McArdle,08-12-2017 12:50:00 PM,Summer 2017-18 in the NEM,"The summary of the news ""AEMO updates generator combinations for SA system strength"" posted at 08-12-2017 12:50:00 PM is: The Australian Energy Market Operator (AEMO) has published an update on generator combinations to meet system strength requirements in South Australia. As of December 8, 2017, AEMO has identified three new generator combinations that fulfill the minimum system strength requirements. The update increases the limit on non-synchronous generation from 1200 MW to 1295 MW and synchronous generation from 1700 MW to 1870 MW for Heywood (Vic to SA) transfers. This change is part of AEMO’s ongoing investigation into system strength in South Australia, with further updates expected by late January 2018. Its relevance level is: Level 2 (Relevant). Its category is: Grid frequency issues. Its timeframe of the event impact on the electricity_market is: Short to medium-term impact expected, with further updates by late January 2018. Its root_cause is: Investigation and adjustment of system strength requirements and constraints. Its accident scale is: Unknown. Its dates are: 08-12-2017. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Operational and regulatory update. Its causes are: Identification of new generator combinations, adjustment of system strength limits, and continuous investigation by AEMO."
Big ramp in QLD demand Thursday evening to be first time above 8000MW this summer,Paul McArdle,08-12-2017 07:33:00 AM,Summer 2017-18 in the NEM,"The summary of the news ""Big ramp in QLD demand Thursday evening to be first time above 8000MW this summer"" posted at 08-12-2017 07:33:00 AM is: The article highlights a significant increase in electricity demand in Queensland, which surpassed 8,000MW for the first time during the summer season, marking a notable peak since late October. Despite a drop in temperatures earlier in the day, demand continued to rise, indicating a trend of high electricity demand likely to continue throughout summer, with potential peaks reaching up to 9,500MW. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Immediate and likely to continue throughout summer. Its root_cause is: Increased electricity demand in Queensland during the summer season. Its accident scale is: Unknown. Its dates are: 07-12-2017. Its affected region is: Queensland. Its affected key users are: Unknown. Its cause type is: Market Demand. Its causes are: Significant ramp in electricity demand, despite a drop in temperatures earlier in the day."
